ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
115274		atPhysicsShieldBase	1810	1810												
115275		atVitalityBase	2024	2024												
115276		atMagicAttackPowerBase	1703	1703												
115277		atVitalityBase	4335	4335												
115278		atStrainBase	2310	2310												
115279		atStrainBase	3873	3873												
115280		atVitalityBase	4696	4696												
115281		atStrainBase	2582	2582												
115282		atStrainBase	4295	4295												
115283		atVitalityBase	5060	5060												
115284		atMagicOvercome	1446	1446												
115285		atMagicOvercome	1274	1274												
115286		atMagicCriticalStrike	1274	1274												
115287		atAllTypeAttackPowerBase	138	138												
115288		atAllTypeAttackPowerBase	197	197												
115289		atAllTypeOvercomeBase	97	97												
115290		atAllTypeOvercomeBase	118	118												
115291		atAllTypeAttackPowerBase	234	234												
115292		atAllTypeOvercomeBase	139	139												
115293		atAllTypeAttackPowerBase	251	251												
115294		atAllTypeOvercomeBase	149	149												
115295		atAllTypeOvercomeBase	286	286												
115296		atAllTypeAttackPowerBase	368	368												
115297		atAllTypeAttackPowerBase	286	286												
115298		atAllTypeAttackPowerBase	172	172												
115299		atAllTypeAttackPowerBase	190	190												
115300		atAllTypeAttackPowerBase	244	244												
115301		atAllTypeOvercomeBase	49	49												
115302		atMagicShield	1097	1097												
115303		atAllTypeOvercomeBase	265	265												
115304		atAllTypeAttackPowerBase	114	114												
115305		atAllTypeAttackPowerBase	227	227												
115306		atMagicShield	2272	2272												
115307		atAllTypeAttackPowerBase	379	379												
115308		atAllTypeOvercomeBase	379	379												
115309		atAllTypeAttackPowerBase	487	487												
115310		atAllTypeAttackPowerBase	390	390												
115311		atPhysicsShieldBase	2483	2483												
115312		atAllTypeOvercomeBase	530	530												
115313		atAllTypeAttackPowerBase	151	151												
115314		atAllTypeAttackPowerBase	454	454												
115315		atAllTypeAttackPowerBase	152	152												
115316		atAllTypeAttackPowerBase	303	303												
115317		atAllTypeAttackPowerBase	408	408												
115318		atAllTypeAttackPowerBase	271	271												
115319		atAllTypeAttackPowerBase	541	541												
115320		atAllTypeOvercomeBase	271	271												
115321		atAllTypeOvercomeBase	541	541												
115322		atPhysicsShieldBase	1623	1623												
115323		atMagicShield	1623	1623												
115324		atAllTypeOvercomeBase	117	117												
115325		atAllTypeOvercomeBase	63	63												
115326		atAllTypeOvercomeBase	144	144												
115327		atAllTypeOvercomeBase	73	73												
115328		atAllTypeOvercomeBase	166	166												
115329		atAllTypeOvercomeBase	51	51												
115330		atAllTypeOvercomeBase	83	83												
115331		atAllTypeOvercomeBase	189	189												
115332		atAllTypeOvercomeBase	58	58												
115333		atAllTypeOvercomeBase	61	61												
115334		atAllTypeOvercomeBase	140	140												
115335		atAllTypeOvercomeBase	43	43												
115336		atAllTypeAttackPowerBase	418	418												
115337		atAllTypeOvercomeBase	248	248												
115338		atAllTypeOvercomeBase	24	24												
115339		atAllTypeOvercomeBase	35	35												
115340		atAllTypeOvercomeBase	84	84												
115341		atAllTypeOvercomeBase	29	29												
115342		atAllTypeOvercomeBase	42	42												
115343		atAllTypeOvercomeBase	101	101												
115344		atAllTypeOvercomeBase	50	50												
115345		atAllTypeOvercomeBase	70	70												
115346		atAllTypeOvercomeBase	48	48												
115347		atAllTypeOvercomeBase	17	17												
115348		atAllTypeOvercomeBase	60	60												
115349		atAllTypeOvercomeBase	21	21												
115350		atAllTypeOvercomeBase	30	30												
115351		atAllTypeOvercomeBase	74	74												
115352		atAllTypeOvercomeBase	37	37												
115353		atAllTypeAttackPowerBase	279	279												
115354		atAllTypeAttackPowerBase	372	372												
115355		atAllTypeOvercomeBase	372	372												
115356		atAllTypeAttackPowerBase	217	217												
115357		atAllTypeOvercomeBase	403	403												
115358		atAllTypeOvercomeBase	103	103												
115359		atAllTypeAttackPowerBase	208	208												
115360		atAllTypeAttackPowerBase	231	231												
115361		atAllTypeOvercomeBase	463	463												
115362		atAllTypeAttackPowerBase	162	162												
115363		atAllTypeOvercomeBase	386	386												
115364		atAllTypeAttackPowerBase	118	118												
115365		atAllTypeAttackPowerBase	323	323												
115366		atAllTypeAttackPowerBase	424	424												
115367		atAllTypeAttackPowerBase	313	313												
115368		atAllTypeAttackPowerBase	445	445												
115369		atAllTypeAttackPowerBase	386	386												
115370		atAllTypeAttackPowerBase	325	325												
115371		atAllTypeAttackPowerBase	519	519												
115372		atAllTypeOvercomeBase	325	325												
115373		atAllTypeOvercomeBase	519	519												
115374		atAllTypeAttackPowerBase	422	422												
115375		atAllTypeAttackPowerBase	675	675												
115376		atAllTypeAttackPowerBase	292	292												
115377		atAllTypeOvercomeBase	195	195												
115378		atAllTypeAttackPowerBase	312	312												
115379		atAllTypeOvercomeBase	312	312												
115380		atAllTypeAttackPowerBase	455	455												
115381		atAllTypeAttackPowerBase	727	727												
115382		atAllTypeAttackPowerBase	335	335												
115383		atBasePotentialAdd	198	198												
115384		atAllTypeAttackPowerBase	351	351												
115385		atBasePotentialAdd	207	207												
115386		atBasePotentialAdd	191	191												
115387		atBasePotentialAdd	220	220												
115388		atBasePotentialAdd	185	185												
115389		atAllTypeAttackPowerBase	107	107												
115390		atAllTypeOvercomeBase	107	107												
115391		atAllTypeAttackPowerBase	166	166												
115392		atAllTypeAttackPowerBase	83	83												
115393		atAllTypeAttackPowerBase	200	200												
115394		atAllTypeAttackPowerBase	100	100												
115395		atAllTypeOvercomeBase	100	100												
115396		atAllTypeAttackPowerBase	242	242												
115397		atAllTypeOvercomeBase	242	242												
115398		atAllTypeOvercomeBase	315	315												
115399		atAllTypeAttackPowerBase	121	121												
115400		atAllTypeOvercomeBase	121	121												
115401		atAllTypeAttackPowerBase	269	269												
115402		atAllTypeOvercomeBase	269	269												
115403		atAllTypeOvercomeBase	350	350												
115404		atAllTypeAttackPowerBase	135	135												
115405		atAllTypeOvercomeBase	135	135												
115406		atAllTypeAttackPowerBase	115	115												
115407		atAllTypeAttackPowerBase	57	57												
115408		atAllTypeOvercomeBase	57	57												
115409		atAllTypeAttackPowerBase	143	143												
115410		atAllTypeOvercomeBase	143	143												
115411		atAllTypeAttackPowerBase	72	72												
115412		atAllTypeOvercomeBase	72	72												
115413		atAllTypeAttackPowerBase	178	178												
115414		atAllTypeOvercomeBase	178	178												
115415		atAllTypeAttackPowerBase	89	89												
115416		atAllTypeOvercomeBase	89	89												
115417		atAllTypeAttackPowerBase	198	198												
115418		atAllTypeOvercomeBase	198	198												
115419		atAllTypeAttackPowerBase	99	99												
115420		atBasePotentialAdd	107	107												
115421		atBasePotentialAdd	131	131												
115422		atAllTypeOvercomeBase	85	85												
115423		atBasePotentialAdd	165	165												
115424		atBasePotentialAdd	173	173												
115425		atAllTypeOvercomeBase	112	112												
115426		atBasePotentialAdd	159	159												
115427		atBasePotentialAdd	183	183												
115428		atAllTypeOvercomeBase	119	119												
115429		atBasePotentialAdd	154	154												
115430		atBasePotentialAdd	179	179												
115431		atAllTypeOvercomeBase	116	116												
115432		atAllTypeAttackPowerBase	84	84												
115433		atAllTypeAttackPowerBase	101	101												
115434		atAllTypeAttackPowerBase	112	112												
115435		atAllTypeOvercomeBase	56	56												
115436		atAllTypeAttackPowerBase	48	48												
115437		atAllTypeAttackPowerBase	60	60												
115438		atAllTypeAttackPowerBase	74	74												
115439		atAllTypeAttackPowerBase	124	124												
115440		atAllTypeOvercomeBase	124	124												
115441		atAllTypeAttackPowerBase	82	82												
115442		atAllTypeOvercomeBase	41	41												
115443		atAllTypeAttackPowerBase	123	123												
115444		atAllTypeOvercomeBase	185	185												
115445		atTherapyPowerBase	1	1												
115446		atBasePotentialAdd	27	27												
115447		atBasePotentialAdd	18	18												
115448		atSurplusValueBase	1	1												
115449		atBasePotentialAdd	31	31												
115450		atBasePotentialAdd	20	20												
115451	0	atPoisonAttackPowerBase	9	9	0	0										
115452	0	atDecriticalDamagePowerBase	2	2	0	0										
115453	0	atToughnessBase	2	2	0	0										
115454	0	atDecriticalDamagePowerBase	1	1	0	0										
115455	0	atToughnessBase	1	1	0	0										
115456	0	atDecriticalDamagePowerBase	4	4	0	0										
115457	0	atToughnessBase	4	4	0	0										
115458	0	atMaxManaAdditional	1	1	0	0										
115459	0	atTherapyPowerBase	6	6	0	0										
115460	0	atManaReplenishExt	2	2	0	0										
115461	0	atPoisonHitValue	1	1	0	0										
115462	0	atPoisonAttackPowerBase	5	5	0	0										
115463	0	atManaReplenishExt	1	1	0	0										
115464	0	atPoisonCriticalStrike	1	1	0	0										
115465	0	atLunarCriticalStrike	1	1	0	0										
115466	0	atPhysicsCriticalStrike	1	1	0	0										
115467	0	atPoisonAttackPowerBase	8	8	0	0										
115468	0	atPhysicsShieldBase	1	1	0	0										
115469	0	atMagicShield	1	1	0	0										
115470	0	atMaxLifeAdditional	7	7	0	0										
115471	0	atSolarHitValue	1	1	0	0										
115472	0	atPhysicsHitValue	1	1	0	0										
115473	0	atVitalityBase	1	1	0	0										
115474	0	atLunarHitValue	1	1	0	0										
115475	0	atLunarAttackPowerBase	5	5	0	0										
115476	0	atSolarAttackPowerBase	5	5	0	0										
115477	0	atMagicCriticalStrike	1	1	0	0										
115478	0	atMagicAttackPowerBase	4	4	0	0										
115479	0	atSolarAttackPowerBase	4	4	0	0										
115480	0	atTherapyPowerBase	2	2	0	0										
115481	0	atLifeReplenishExt	1	1	0	0										
115482	0	atBasePotentialAdd	27	27	0	0										
115483	0	atPhysicsAttackPowerBase	5	5	0	0										
115484	0	atNeutralAttackPowerBase	9	9	0	0										
115485	0	atSolarAttackPowerBase	9	9	0	0										
115486	0	atLunarAttackPowerBase	9	9	0	0										
115487	0	atAgilityBase	12	12	0	0										
115488	0	atPhysicsAttackPowerBase	8	8	0	0										
115489	0	atVitalityBase	2	2	0	0										
115490	0	atPoisonAttackPowerBase	13	13	0	0										
115491	0	atTherapyPowerBase	7	7	0	0										
115492	0	atSolarAttackPowerBase	13	13	0	0										
115493	0	atNeutralAttackPowerBase	13	13	0	0										
115494	0	atLunarAttackPowerBase	13	13	0	0										
115495	0	atNeutralAttackPowerBase	8	8	0	0										
